mirna	b3m_aor_chow_desV2	b4f_aor_chow_desV2	b4m_aor_chow_desV2	l3m_aor_chow_desV2	l14m_aor_chow_desV2	l15m_aor_chow_desV2	p3m_aor_chow_desV2	p4f_aor_chow_desV2	p4m_aor_chow_desV2	b1_liv_chow_desV2	b2_liv_chow_desV2	b3_liv_chow_desV2	l1_liv_chow_desV2	l2_liv_chow_desV2	l3_liv_chow_desV2	p1_liv_chow_desV2	p2_liv_chow_desV2	p3_liv_chow_desV2	b1_bra_chow_desV2	b2_bra_chow_desV2	b3_bra_chow_desV2	l1_bra_chow_desV2	l2_bra_chow_desV2	l3_bra_chow_desV2	p1_bra_chow_desV2	p2_bra_chow_desV2	p3_bra_chow_desV2	b1_duo_chow_desV2	b2_duo_chow_desV2	b3_duo_chow_desV2	l1_duo_chow_desV2	l2_duo_chow_desV2	l3_duo_chow_desV2	p1_duo_chow_desV2	p2_duo_chow_desV2	p3_duo_chow_desV2	b1_ile_chow_desV2	b2_ile_chow_desV2	b3_ile_chow_desV2	l1_ile_chow_desV2	l2_ile_chow_desV2	l3_ile_chow_desV2	p1_ile_chow_desV2	p2_ile_chow_desV2	p3_ile_chow_desV2	b1_jej_chow_desV2	b2_jej_chow_desV2	b3_jej_chow_desV2	l1_jej_chow_desV2	l2_jej_chow_desV2	l3_jej_chow_desV2	p1_jej_chow_desV2	p2_jej_chow_desV2	p3_jej_chow_desV2	b1_wat_chow_desV2	b2_wat_chow_desV2	b3_wat_chow_desV2	l1_wat_chow_desV2	l2_wat_chow_desV2	l3_wat_chow_desV2	p1_wat_chow_desV2	p2_wat_chow_desV2	p3_wat_chow_desV2	b11m_aor_wd_desV2	b7f_aor_wd_desV2	b8m_aor_wd_desV2	l10m_aor_wd_desV2	l7m_aor_wd_desV2	l8f_aor_wd_desV2	p7m_aor_wd_desV2	p8f_aor_wd_desV2	p8m_aor_wd_desV2	b6_liv_wd_desV2	b7_liv_wd_desV2	b8_liv_wd_desV2	l10_liv_wd_desV2	l60_liv_wd_desV2	l70_liv_wd_desV2	p5_liv_wd_desV2	p6_liv_wd_desV2	p7_liv_wd_desV2	b6_bra_wd_desV2	b7_bra_wd_desV2	b8_bra_wd_desV2	l50_bra_wd_desV2	l60_bra_wd_desV2	l70_bra_wd_desV2	p5_bra_wd_desV2	p6_bra_wd_desV2	p7_bra_wd_desV2	b6_duo_wd_desV2	b7_duo_wd_desV2	b8_duo_wd_desV2	l5_duo_wd_desV2	l6_duo_wd_desV2	l7_duo_wd_desV2	p5_duo_wd_desV2	p6_duo_wd_desV2	p7_duo_wd_desV2	b6_ile_wd_desV2	b7_ile_wd_desV2	b8_ile_wd_desV2	l5_ile_wd_desV2	l6_ile_wd_desV2	l7_ile_wd_desV2	p5_ile_wd_desV2	p6_ile_wd_desV2	p7_ile_wd_desV2	b6_jej_wd_desV2	b7_jej_wd_desV2	b8_jej_wd_desV2	l5_jej_wd_desV2	l6_jej_wd_desV2	l7_jej_wd_desV2	p5_jej_wd_desV2	p6_jej_wd_desV2	p7_jej_wd_desV2	b6_wat_wd_desV2	b7_wat_wd_desV2	b8_wat_wd_desV2	l5_wat_wd_desV2	l6_wat_wd_desV2	l7_wat_wd_desV2	p5_wat_wd_desV2	p6_wat_wd_desV2	p7_wat_wd_desV2	b3m_aor_chow_UQ	b4f_aor_chow_UQ	b4m_aor_chow_UQ	l3m_aor_chow_UQ	l14m_aor_chow_UQ	l15m_aor_chow_UQ	p3m_aor_chow_UQ	p4f_aor_chow_UQ	p4m_aor_chow_UQ	b1_liv_chow_UQ	b2_liv_chow_UQ	b3_liv_chow_UQ	l1_liv_chow_UQ	l2_liv_chow_UQ	l3_liv_chow_UQ	p1_liv_chow_UQ	p2_liv_chow_UQ	p3_liv_chow_UQ	b1_bra_chow_UQ	b2_bra_chow_UQ	b3_bra_chow_UQ	l1_bra_chow_UQ	l2_bra_chow_UQ	l3_bra_chow_UQ	p1_bra_chow_UQ	p2_bra_chow_UQ	p3_bra_chow_UQ	b1_duo_chow_UQ	b2_duo_chow_UQ	b3_duo_chow_UQ	l1_duo_chow_UQ	l2_duo_chow_UQ	l3_duo_chow_UQ	p1_duo_chow_UQ	p2_duo_chow_UQ	p3_duo_chow_UQ	b1_ile_chow_UQ	b2_ile_chow_UQ	b3_ile_chow_UQ	l1_ile_chow_UQ	l2_ile_chow_UQ	l3_ile_chow_UQ	p1_ile_chow_UQ	p2_ile_chow_UQ	p3_ile_chow_UQ	b1_jej_chow_UQ	b2_jej_chow_UQ	b3_jej_chow_UQ	l1_jej_chow_UQ	l2_jej_chow_UQ	l3_jej_chow_UQ	p1_jej_chow_UQ	p2_jej_chow_UQ	p3_jej_chow_UQ	b1_wat_chow_UQ	b2_wat_chow_UQ	b3_wat_chow_UQ	l1_wat_chow_UQ	l2_wat_chow_UQ	l3_wat_chow_UQ	p1_wat_chow_UQ	p2_wat_chow_UQ	p3_wat_chow_UQ	b11m_aor_wd_UQ	b7f_aor_wd_UQ	b8m_aor_wd_UQ	l10m_aor_wd_UQ	l7m_aor_wd_UQ	l8f_aor_wd_UQ	p7m_aor_wd_UQ	p8f_aor_wd_UQ	p8m_aor_wd_UQ	b6_liv_wd_UQ	b7_liv_wd_UQ	b8_liv_wd_UQ	l10_liv_wd_UQ	l60_liv_wd_UQ	l70_liv_wd_UQ	p5_liv_wd_UQ	p6_liv_wd_UQ	p7_liv_wd_UQ	b6_bra_wd_UQ	b7_bra_wd_UQ	b8_bra_wd_UQ	l50_bra_wd_UQ	l60_bra_wd_UQ	l70_bra_wd_UQ	p5_bra_wd_UQ	p6_bra_wd_UQ	p7_bra_wd_UQ	b6_duo_wd_UQ	b7_duo_wd_UQ	b8_duo_wd_UQ	l5_duo_wd_UQ	l6_duo_wd_UQ	l7_duo_wd_UQ	p5_duo_wd_UQ	p6_duo_wd_UQ	p7_duo_wd_UQ	b6_ile_wd_UQ	b7_ile_wd_UQ	b8_ile_wd_UQ	l5_ile_wd_UQ	l6_ile_wd_UQ	l7_ile_wd_UQ	p5_ile_wd_UQ	p6_ile_wd_UQ	p7_ile_wd_UQ	b6_jej_wd_UQ	b7_jej_wd_UQ	b8_jej_wd_UQ	l5_jej_wd_UQ	l6_jej_wd_UQ	l7_jej_wd_UQ	p5_jej_wd_UQ	p6_jej_wd_UQ	p7_jej_wd_UQ	b6_wat_wd_UQ	b7_wat_wd_UQ	b8_wat_wd_UQ	l5_wat_wd_UQ	l6_wat_wd_UQ	l7_wat_wd_UQ	p5_wat_wd_UQ	p6_wat_wd_UQ	p7_wat_wd_UQ
mmu-miR-212-5p_ID=MIM0017053_MI0000696_mmu-mir-212	33.2758591635	15.6811644924	60.8608440354	22.6617268955	15.8601630764	11.1651151676	22.0446452317	14.1846246988	20.4533118209	25.6124333977	34.2492643248	12.0109860473	29.9003785333	35.1481282324	22.2091608184	24.191411952	34.8937969322	22.5923793979	2188.2220352473	3047.1041079897	2765.6375460891	5412.5803987586	7895.4381547311	4099.8004531618	4478.3461358039	3771.4342433759	3512.5038769801	34.2961737233	60.0638201193	33.5948886143	66.3634155256	42.7002923897	47.3698951061	65.4786054895	29.783448762	33.354243775	23.4042875757	50.0359006732	61.7845094268	76.6186092803	89.7394145029	62.0257322497	73.5535887429	78.8490620564	97.1644970508	24.6724979336	51.2699058956	24.2458933774	81.9004755586	56.3951187088	174.5465599324	85.3757911361	50.6790206673	64.3094702546	92.2858895865	44.7381558161	36.4589353741	74.2564541561	55.4465695357	39.3183019497	72.5615093513	110.0295722564	69.4131603485	36.8978797194	36.9041874911	26.7674450676	35.8422758286	25.0510642466	28.3328900235	19.7012415288	21.6510899827	16.3514549137	27.7458905655	17.7496966048	52.7395880669	26.9676689388	42.0669131271	55.8745262286	22.5151016413	13.21854123	11.1309719925	3326.6539494419	3834.8635768276	3556.520531097	5760.5442584696	5830.5820842909	4349.6103081767	4408.3072827396	4459.3846981751	5237.8938193152	18.3936944451	17.8160706188	24.1404177686	35.2792175562	53.176828485	38.1124212147	49.4637320841	15.8457368115	23.9698137691	47.2933411888	32.8877566014	52.9259155734	53.9405125025	52.9829622079	59.4491757406	66.2264481484	61.1218972733	56.3690605078	29.4251384028	41.6128685956	56.7939265539	158.0371271617	51.2670247171	24.148011237	41.575276879	50.2701961261	34.5423228702	55.2349496863	48.0105229601	86.2303203052	88.8912961106	95.2680286303	93.7453526398	84.4256412314	53.8778782544	57.3791322195	269.8336520076	118.3745173745	437.0404040404	162.0972568579	114.8391403452	87.5951742627	147.9613259669	106.8004640371	146.7534246575	184.5345773875	240.0923156266	75.0629685157	206.6112224449	229	132.0344827586	151.495049505	215.5377558222	122.4505224339	2064.0144927536	3193.5599371943	2670.783304912	5061.3609209708	7741.6853091768	4284.4138486312	4155.1836558893	3447.4309017356	3124.3857201719	245.9355432781	481.9155166611	256.8922558923	548.0206489676	304.1339031339	364.4782608696	518.5936435868	224.3241505969	245.1251056636	114.0111524164	274.8273283481	349.7786824574	400.7524752475	427.4949402024	320.6635120925	399.1776765376	435.6863468635	534.5383038688	141.9038238702	400.9279149396	164.4837355719	549.4536082474	316.9144893112	969.2470216387	560.2741935484	328.7833500502	455.0480178671	263.2895622896	137.473358846	127.8371467026	288.5675675676	196.2670723462	141.5010946242	245.1035474593	405.4423877834	250.2370758369	288.506222001	274.3178654292	226.3968253968	258.5380359613	155.375	194.8775510204	142.3355874894	180.0241166573	116.7894736842	202.7699115044	77.9945124525	321.1838376101	106.2307692308	221.6999255398	323.5614296351	113.5925925926	70.0909090909	68.1637669152	3396.871245475	3563.6046347696	3364.5067335622	4674.6965711602	5235.4370860927	4324.282967033	3846.5455331768	3914.8125440451	5286.1277923123	161.8150470219	136.7142857143	184.8709677419	303.6662166723	330.3333333333	268.3003802281	337.5714285714	112.9143239625	216.2505446623	268.9487179487	195.5155393053	340.3245563824	310.0826931767	292.8918918919	309.2568807339	367.265060241	335.3721356554	325.8704663212	239.4445426425	293.137449039	345.4759206799	911.824742268	321.6057328286	146.842217484	277.3636363636	329.126984127	228.7153558052	198.6359338061	165.3666323378	301.0918273646	287.7092280905	339.8822829964	352.9536903039	288.6345840131	185.7843137255	205.5138888889
mmu-miR-668-3p_ID=MIM0003732_MI0004134_mmu-mir-668	24.2823837139	14.9683842882	28.2874345517	21.3286841369	27.5828923069	19.046372933	33.0669678475	15.7606941097	17.5314101322	1.5522686908	3.9302434471	2.7717660109	1.1074214272	1.3017825271	7.4030536061	3.4559159931	0.8723449233	0	5061.0666613408	2103.9736961867	5053.1989830981	4073.4611021413	862.5140288908	961.7577002906	5198.2315726372	2102.2354329264	4867.8011334374	7.8391254225	6.3897680978	7.6788316833	13.0550981362	0	1.2303868859	16.3696513724	7.4458621905	6.1442028006	32.1808954166	23.1298031414	21.9235356031	6.3097678231	22.06706914	11.6298247968	6.3959642385	25.4351813085	6.3830691493	22.6164564391	13.3442220824	10.0531753028	9.3600543496	0	102.5960695786	7.0171883126	23.5716375197	8.4143232109	9.0035014231	16.1350725894	22.7378306634	15.3227603814	28.2096581848	35.1795333234	27.0751900564	36.3575977891	27.9580784737	17.477943025	10.714118949	26.7674450676	21.2127754904	28.9050741307	19.8330230164	28.6563513146	18.0425749856	19.3244467162	1.0880741398	0	0.9589016012	2.9964076599	1.0786387981	0.4901274231	1.4071938526	2.643708246	3.4784287477	3127.7976918992	2893.4478190576	3219.1179270132	2764.2252666668	3570.92006391	4482.8688189766	4683.8937697681	4852.9944320544	3662.2056048229	3.4062397121	11.8773804125	17.4347461662	11.0621275388	4.0905252681	2.0601308765	19.1472511293	15.8457368115	8.2972432278	19.1084206824	14.0947528292	23.070270891	8.9900854171	21.5856512699	19.8163919135	26.0175332012	19.1005928979	5.1244600462	12.4331570716	13.8709561985	23.0725326625	104.2252021425	6.5726954765	6.7077808992	5.1969096099	7.3926759009	15.1122662557	49.2093188114	28.9587281347	33.0883787218	41.026752051	36.8369710704	29.2954226999	43.6684351197	45.1878978908	49.9753732234	197.1759082218	113.0393120393	203.6666666667	152.6209476309	198.9811136438	148.7211796247	221.4419889503	118.5560711524	125.9315068493	12.1233077205	28.4368231047	18.0914542729	8.6152304609	9.4444444444	44.6781609195	22.4992927864	6.3634438956	1	4772.4782608696	2205.4084787729	4879.0601422451	3809.3837755275	846.6085072863	1005.8309178744	4822.9606041463	1922.0752968811	4329.5419977633	56.985267035	52.1612251767	59.4896584897	108.610619469	1	10.4409937888	130.3984108967	56.8310376492	45.9704142012	156.3903345725	127.5805574439	124.7601776462	33.9207920792	105.8758049678	60.9369085174	35.6241457859	141.221402214	36.049961568	130.1618385477	105.0908271761	68.7859391396	63.6804123711	1	570.1222951617	46.9677419355	153.4573721163	60.4081518705	26.5892255892	50.2198999117	80.1027366532	60.3393393393	100.3464052288	126.7115057164	92.0834132311	134.641832485	101.3871555454	137.1871577899	80.3503480278	226.3968253968	153.4204702628	179.125	136.7142857143	206.5790363483	150.1867638811	137.8421052632	8.9125455492	1	6.8215243202	12.6923076923	6.6589724497	3.8294862249	8.037037037	14.8181818182	21.988677161	3193.8774092555	2689.0253766852	3045.4151043042	2243.6961014561	3206.8130978661	4456.7348901099	4086.9508216978	4260.2670894997	3696.2304286577	30.7805642633	91.4761904762	133.7956989247	95.9038137023	26.3333333333	15.4486692015	131.2857142857	112.9143239625	75.5098039216	109.2621082621	84.3638025594	148.9107040641	52.5137821961	119.9189189189	103.752293578	144.8898450947	105.4912923923	30.5336787565	101.7512152011	98.3791496797	140.9433427762	601.6872852234	42.1032990806	41.5117270789	35.5454545455	49.253968254	100.6254681648	177.0756501182	100.1417782355	116.1515151515	133.3273360418	132.0344827586	110.98552822	149.7765089723	155.9803921569	179.125
mmu-miR-700-3p_ID=MIM0003490_MI0004684_mmu-mir-700	5.3960852697	4.9894614294	4.2859749321	1.3330427586	3.4478615384	3.9406288827	1.5746175165	1.576069411	2.9219016887	1.5522686908	1.1229266992	0	0	0	0	2.5919369949	0.8723449233	0	8.1780855562	10.0752436003	28.1606475212	21.1536702076	29.0048965468	11.0972042341	29.1718281593	23.8767060012	27.1663147174	0.9798906778	1.2779536196	0.9598539604	1.0879248447	0	1.2303868859	2.182620183	0.9307327738	0	0	3.7762943904	0	3.6055816132	1.4711379427	1.5506433062	3.1979821193	3.8152771963	3.5461495274	0	1.404654956	0	0	0	0.666208244	0	0	2.404092346	3.3763130337	6.6007115139	3.5282840685	2.357347751	4.8637341698	3.1040764697	1.0830076023	6.6974522243	9.6407167151	4.8549841736	0	4.5240752227	1.4629500338	5.7810148261	2.8332890023	5.3730658715	5.1550214245	2.9729918025	2.4481668146	0	0	0	0	0	4.2215815577	3.965562369	1.3913714991	13.839812796	28.833560728	16.976231652	20.8994349649	18.6877630907	32.8222933005	27.9892525888	39.6660972126	31.0741783522	0.6812479424	1.1877380413	4.0234029614	0.5979528399	0	0	1.5956042608	1.4405215283	0.9219159142	2.8662631024	4.6982509431	2.0356121374	2.996695139	2.9434979004	1.4154565653	4.730460582	6.3668642993	6.8326133949	1.2433157072	0	3.5496204096	0	0	2.6831123597	3.4646064066	4.4356055405	4.3177903588	5.0213590624	3.0482871721	5.0133907154	2.7351168034	7.6214422904	16.112482485	4.366843512	6.9519842909	7.4037589961	44.5946462715	38.3464373464	31.7070707071	10.4763092269	25.7476392055	31.563002681	11.4972375691	12.7556071152	21.8219178082	12.1233077205	8.8390923156	1	1	1	1	17.1244695898	6.3634438956	1	8.7101449275	11.5561930068	28.1846275423	20.7771115008	29.4363922804	12.5942028986	28.0602423477	22.8191308887	25.1568073459	7.9981583794	11.2322450353	8.3112073112	9.9675516224	1	10.4409937888	18.2531214529	7.9788797062	1	1	21.6662134602	1	19.8118811881	7.9917203312	8.9915878023	18.3120728929	22.0332103321	20.4722008711	1	11.9569291764	1	1	1	4.6955993192	1	1	17.9737576773	10.595959596	21.1354136002	13.2745625841	10.1291291291	18.1286905567	12.0921916809	4.6433365292	25.6182322999	35.6162605329	38.8297660528	1	39.0952380952	11.5117565698	36.625	20.387755102	39.5460693153	43.6247896803	22.0526315789	18.8032274857	1	1	1	1	1	22.1111111111	21.7272727273	9.3954708644	15.1277761471	27.7865010133	17.0549247425	17.95631752	17.7770419426	33.6236263736	25.4161621154	35.8132487667	32.354397263	6.9561128527	10.0476190476	31.6451612903	6.1299358758	1	1	11.8571428571	11.1740294511	9.2788671024	17.2393162393	28.7879341865	14.0509444762	18.171260732	17.2162162162	8.3394495413	27.1617900172	35.8304307974	40.378238342	11.0751215201	1	22.5297450425	1	1	17.2046908316	24.0303030303	29.9523809524	29.4644194757	18.9669030733	11.4359766564	18.4471992654	9.8218224028	28.1105826397	61.492040521	15.8776508972	24.8431372549	27.3888888889
mmu-miR-370-3p_ID=MIM0001095_MI0001165_mmu-mir-370	2.6980426349	9.2661426546	3.4287799457	7.9982565514	5.5165784614	12.4786581285	4.7238525496	12.6085552878	10.2266559105	3.1045373815	1.1229266992	1.8478440073	2.2148428543	2.6035650543	0	0	0	0	322.4502305009	590.0588317226	1855.9831412779	1195.6422291225	1586.1098690575	854.4847260274	2079.6690397408	1817.8855705481	1337.186379979	0	4.4728376685	3.8394158416	2.1758496894	0	0	5.4565504575	0	0	1.4627679735	3.7762943904	11.9582921471	1.8027908066	0	3.1012866125	1.5989910596	2.5435181309	9.2199887712	0	2.8093099121	1.7740897593	1.1700067937	0	15.9889978564	0	1.178581876	1.202046173	5.6271883894	10.267773466	5.0964103211	18.8587820079	5.8364810038	2.0693843131	4.332030409	7.6542311135	7.7125733721	5.8259810083	0	5.2780877598	7.3147501691	1.927004942	6.6110076721	7.1640878286	13.918557846	7.4324795062	0.272018535	0	0	0	0	0	0	0	0	689.0769950015	748.2309008923	1059.9534637727	1361.7631834992	814.4750080353	809.3977527893	2076.5872401477	2283.8518279741	2023.6111268371	0.6812479424	1.1877380413	0	0.29897642	0	0	3.1912085216	1.4405215283	1.8438318284	3.3439736194	7.0473764146	3.3926868957	3.5960341668	2.9434979004	4.2463696958	4.730460582	3.8201185796	13.6652267898	3.7299471215	5.0439840722	1.7748102048	26.6227418516	0	2.6831123597	1.7323032033	5.9141407207	2.1588951794	7.0299026873	6.8586461372	5.0133907154	6.1540128077	6.3512019087	4.394313405	8.7336870239	15.6419646545	5.552819247	22.7973231358	70.3576693577	25.5656565657	57.8578553616	40.5962227288	97.7828418231	32.4917127072	95.0448569219	73.8767123288	23.2466154409	8.8390923156	12.3943028486	16.2304609218	17.8888888889	1	1	1	1	305	619.2257382692	1792.656615231	1118.8367370029	1556.0216620717	893.7536231884	1930.1334060759	1662.2292835704	1190.0517393608	1	36.8128576237	30.2448292448	18.9351032448	1	1	44.1328036322	1	1	8.063197026	21.6662134602	68.5055514434	10.4059405941	1	16.9831756046	9.6560364465	15.0221402214	51.6277222649	1	22.9138583529	12.962224554	8.8350515464	1	89.6943836616	1	8.6228686058	9.4868788386	16.9932659933	32.3217544893	18.7299237326	74.033033033	21.554428668	8.3947944539	15.573346117	29.1351226284	28.6930084263	46.3957192633	1	45.4444444444	53.5587828492	12.875	46.2380952381	52.3947590871	116.0869321368	53.6315789474	2.9781363873	1	1	1	1	1	1	1	1	704.4145386948	696.1097012953	1003.4293636124	1105.8379520902	732.1994113319	805.4986263736	1812.4914123316	2005.4397463002	2042.8595290803	6.9561128527	10.0476190476	1	3.5649679379	1	1	22.7142857143	11.1740294511	17.5577342048	19.9458689459	42.6819012797	22.7515741271	21.6055128784	17.2162162162	23.0183486239	27.1617900172	21.8982584785	79.7564766839	31.2253645603	36.4105998835	11.7648725212	154.4364261168	1	17.2046908316	12.5151515152	39.6031746032	15.2322097378	26.1536643026	24.4809474768	18.4471992654	20.8491004063	23.5921521998	17.497829233	30.7553017945	54.6470588235	20.7916666667
mmu-miR-30c-5p_ID=MIM0000514_1_MI0000547_mmu-mir-30c-1	10162.6272580288	9194.8646341593	9558.5812935067	8732.7631113208	11895.1223073301	7603.4434291618	7227.4944009615	6888.9993953645	6875.2346735223	25715.6592656351	23240.6524294616	23154.4093332307	19816.1990175726	24188.4211365409	12725.849148925	21085.4074531193	14895.2895654124	13310.3872160336	47252.9783436266	50968.4671036255	35480.4511803144	25629.970768429	30371.1798314722	32934.0361214893	30522.2014950196	28266.7639909999	26972.1258751665	7050.313426837	3077.9512927087	4918.2916931263	4059.0475955108	1285.5838030197	4324.1947104036	3891.6117862572	3000.6824627755	3751.4746814248	7373.8133543125	3723.4262689607	5129.1108067693	8741.7326211776	6500.958568658	5982.3818754881	5703.601109695	5154.4394921732	4331.2670327688	13129.8809836598	5501.3311353437	7108.1863023474	4998.2690226631	4352.0918752132	6530.8394160949	6004.3741327745	3598.2104673818	4249.2332214937	21068.1933299984	21943.6987216134	15644.0195279757	27456.0292557525	18102.818579978	27797.0047862853	29257.4503749934	17499.4858832137	15256.4342015992	11784.9885830102	9971.2733685615	7808.9308406439	7334.4999945606	2911.7044674319	7654.6024546757	6660.8106586777	3900.2892097411	6800.7187482122	7460.9243767753	20354.4645815188	13288.4583896449	9942.0806154271	12713.9155135813	12529.6174430506	9139.7240725052	11530.5335148915	10132.6629419483	40897.3752234214	15297.6456442549	25508.9100861081	31708.8427227232	42025.6645637483	38918.0496122195	13216.3097704993	21268.656201594	25974.2235684778	5184.2968417424	6025.3950832716	5854.0513088784	4310.9409995207	3957.583196866	4664.1363043283	4606.509500865	4399.3527474766	3633.2706178495	5955.1393056554	2710.8907941473	6743.9830113373	6393.149409605	6693.5142255969	7300.9249635659	2974.2770909497	5199.1813868085	4856.279970413	6083.1293165617	6088.0887751339	7440.0043785612	6321.4850864667	6138.8975750948	6219.4544497151	3514.8431994768	4131.0272934192	4859.6730488033	10943.5499405689	10579.8427024716	11542.8307831768	19004.275329235	14328.3115059974	15245.3379730425	12260.6409671069	12073.8587172015	12661.3533531469	82104.2504780115	68825.1488241488	68483.9090909091	62080.3017456359	85380.3552588733	58972.3136729223	48183.3204419889	51384.7587006961	48994.9726027397	184275.277350896	162242.774110366	142777.311844078	136267.933867735	156907.222222222	75083.7586206897	131173.560113154	91581.8045165843	71554.0424093423	44550.2173913044	53402.4855969563	34251.7341014017	23963.1202692765	29776.8960220559	34410.0177133655	28313.8696950554	25831.8756361738	23985.1309082347	50352.7495395948	24645.3621676203	37463.6262626263	33458.9351032448	9127.4957264957	33181.3726708075	30763.3155505108	22500.9081726354	27458.6500422654	35606.5762081784	20377.8864717879	28955.2561065877	45610.4059405941	30897.4121435143	30832.5457413249	30877.0820045558	28416.8671586716	23784.3461439918	74985.3182696022	42913.813119481	47929.6463798531	33472.3402061856	24380.5724465558	36228.9601264284	39334.064516129	23273.6178535607	30002.116694584	59879.7878787879	66940.063879894	54425.046657694	106327.966966967	63753.9862519721	99331.5765020676	98425.736337488	64324.9241092087	54781.2322933273	91828.9741164759	73849.7238979118	65756.5555555556	52701.6915629322	17944.125	52380.2517006803	47785.2772612003	32250.9158721256	48158.8947368421	54257.3248308173	88294.4571549177	80675.6840291076	38796.0769230769	66703.3082650782	72333.9858525689	45706.5555555556	60269	61141.0165700083	41749.3220819881	14212.578112609	24125.5312912596	25727.3034288398	37729.7711552612	38683.4862637363	11530.1239342642	18667.5961945032	26209.4524049104	45327.0188087774	45899.5714285714	44589.7096774194	36985.2726965913	24511	32712.7870722433	31345.5714285714	31072.4859437751	32628.0152505447	33740.886039886	16034.6380255941	43238.7790497997	36634.1676457298	36876.6756756757	37857.8807339449	16450.2254733219	28443.5297891842	27989.0829015544	49295.2112240389	42741.5940594059	45127.3456090652	36433.9896907216	38391.4813412655	37563.473347548	23365.2424242424	26965.3174603175	32037.7041198502	39158.0685579196	36221.6659800893	40171.4315886134	61297.2275101567	50968.8953626635	57237.4688856729	41772.484502447	41410.568627451	45129.2986111111
mmu-miR-9-3p_ID=MIM0000143_1_MI0000720_mmu-mir-9-1	3.5973901798	2.8511208168	5.1431699185	3.9991282757	2.068716923	5.910943324	0	1.576069411	1.4609508444	0	0	0	2.2148428543	0	0	0	0	0	5682.6011636107	5291.2551064416	4582.9816593728	3152.816585717	7533.6402346477	6673.1188127855	4037.0046065557	5575.2108512869	4090.0396046761	1.9597813556	3.1948840489	0.9598539604	6.5275490681	3.050020885	3.0759672147	52.3828843916	8.3765949643	4.3887162862	4.3883039204	5.6644415856	1.9930486912	2.7041862099	8.826827656	3.1012866125	3.1979821193	2.5435181309	2.8369196219	6.1681244834	7.7256022582	2.3654530124	1.1700067937	0	181.2086423725	1.1695313854	2.357163752	1.8030692595	2.2508753558	0	0.7840631263	0	0.972746834	1.0346921566	1.0830076023	0	0	1.9419936694	0	1.5080250742	0.7314750169	0	0	0	2.5775107122	1.4864959012	0.272018535	0	0	0	0	0.4901274231	1.4071938526	1.321854123	1.3913714991	3770.9847813139	4450.460098371	5127.8829733866	4509.8780713625	6386.5430362385	5461.6296051963	4477.2039044967	4001.6989611062	3572.7726037117	0.6812479424	1.1877380413	1.3411343205	9.268269019	2.045262634	3.0901963147	9.5736255647	1.4405215283	0.9219159142	3.8216841365	2.3491254715	0	1.7980170834	5.8869958009	2.8309131305	1.1826151455	0	5.1244600462	1.6577542762	2.5219920361	1.7748102048	198.2544605971	1.3145390953	2.6831123597	3.4646064066	2.9570703604	2.1588951794	0	2.2862153791	0	4.1026752051	1.2702403817	0	0	0	0	30.0630975143	22.3408213408	37.8484848485	29.4289276808	15.8485835233	46.8445040214	1	12.7556071152	11.4109589041	1	1	1	16.2304609218	1	1	1	1	1	5358.4492753623	5544.837188236	4425.1400823525	2948.6494880353	7386.9787317842	6972.9806763285	3745.7883765003	5095.7670625082	3637.941550415	14.9963167587	26.5806125884	8.3112073112	54.8053097345	22.6524216524	24.602484472	415.0749148695	63.8099173554	33.1217244294	22.1895910781	31.9993201903	12.2509252406	15.1089108911	42.9503219871	16.9831756046	18.3120728929	15.0221402214	16.5777606969	36.2259559676	61.2631104704	16.9496327387	8.8350515464	1	1006.203014831	8.6612903226	16.2457372116	13.730318258	7.3973063973	1	3.7276805742	1	4.4257381113	4.697397227	4.6433365292	1	1	16.1319064211	1	13.6984126984	6.2558782849	1	1	1	22.3123948402	11.5263157895	2.9781363873	1	1	1	1	3.8294862249	8.037037037	7.9090909091	9.3954708644	3850.447216515	4135.4964314037	4850.5907050436	3659.9948332551	5734.5540838852	5429.5714285714	3906.6468553071	3513.1212121212	3605.9909438519	6.9561128527	10.0476190476	11.2150537634	80.5140060749	13.6666666667	22.6730038023	66.1428571429	11.1740294511	9.2788671024	22.6524216524	14.8939670932	1	11.3027564392	33.4324324324	15.6788990826	7.5404475043	1	30.5336787565	14.4334953601	18.7052999418	11.7648725212	1143.6116838488	9.2206598161	17.2046908316	24.0303030303	20.3015873016	15.2322097378	1	8.8269824923	1	14.2327336042	5.51843044	1	1	1	1
